datetime,temp,humidity,rainfall,windspeed,FLOOD
2024-07-08,17.7,96.7,54.17,7.9,0
2024-07-09,21.9,82.3,45.83,6.1,0
2024-07-10,22.7,83.7,79.17,7.9,0
2024-07-11,22.4,86.4,79.17,5.0,0
2024-07-12,21.9,86.7,79.17,5.4,0
2024-07-13,22.4,83.5,75.0,6.8,0
2024-07-14,23.0,82.7,66.67,9.4,0
2024-07-15,23.1,81.7,62.5,7.6,0
2024-07-16,23.3,85.3,66.67,9.4,0
2024-07-17,22.2,90.7,83.33,5.4,0
2024-07-18,22.8,86.2,75.0,10.8,0
2024-07-19,22.8,85.6,83.33,5.4,0
2024-07-20,23.0,85.0,58.33,6.5,0
2024-07-21,22.2,89.3,83.33,6.1,0
2024-07-22,20.5,93.0,58.33,5.0,0
2024-07-23,22.1,86.5,41.67,7.9,0
2024-07-24,22.8,85.5,58.33,6.8,0
2024-07-25,22.6,88.5,79.17,5.8,0
2024-07-26,22.5,89.3,79.17,5.4,0
2024-07-27,20.9,93.5,54.17,6.5,0
2024-07-28,23.8,80.2,25.0,7.6,0
2024-07-29,23.3,88.3,70.83,6.1,0
2024-07-30,22.9,88.4,70.83,5.8,0
2024-07-31,22.8,91.7,83.33,8.6,0
2024-08-01,23.1,82.4,58.33,9.0,0
2024-08-02,21.9,87.2,50.0,7.9,0
2024-08-03,20.4,93.5,54.17,5.8,0
2024-08-04,22.1,87.6,54.17,5.8,0
2024-08-05,21.8,88.3,66.67,7.6,0
2024-08-06,21.6,91.0,79.17,6.8,0
2024-08-07,19.6,96.7,70.83,11.2,0
2024-08-08,21.1,89.9,54.17,8.3,0
2024-08-09,21.3,90.3,62.5,6.1,0
2024-08-10,21.0,90.0,54.17,5.4,0
2024-08-11,20.8,92.4,75.0,6.2,0
2024-08-12,22.1,87.2,45.83,5.4,0
2024-08-13,21.3,90.6,58.33,6.4,0
2024-08-14,21.5,91.2,79.17,5.8,0
2024-08-15,22.6,85.7,41.67,7.6,0
2024-08-16,21.8,89.2,62.5,5.1,0
2024-08-17,22.3,87.0,66.67,6.2,0
2024-08-18,21.8,90.1,75.0,5.0,0
2024-08-19,21.0,92.2,83.33,7.6,0
2024-08-20,20.9,92.0,83.33,5.4,0
2024-08-21,20.2,93.4,83.33,7.2,0
2024-08-22,21.0,89.6,75.0,7.6,0
2024-08-23,20.6,90.5,83.33,3.6,0
2024-08-24,21.7,86.8,58.33,7.2,0
2024-08-25,22.1,84.6,54.17,8.3,0
2024-08-26,21.4,86.9,50.0,11.2,0
2024-08-27,22.0,82.8,41.67,8.6,0
2024-08-28,21.4,86.9,50.0,7.9,0
2024-08-29,21.4,86.4,33.33,6.1,0
2024-08-30,22.0,82.4,37.5,6.5,0
2024-08-31,21.63016393,88.08540984,55.99045902,6.978852459,0
2024-09-01,21.5,88.3,62.5,5.4,0
2024-09-02,19.2,96.3,66.67,5.4,0
2024-09-03,19.5,90.6,33.33,7.6,0
2024-09-04,20.3,87.2,45.83,6.1,0
2024-09-05,20.6,88.7,66.67,5.0,0
2024-09-06,20.1,88.0,54.17,7.2,0
2024-09-07,20.9,84.4,29.17,5.8,0
2024-09-08,21.6,83.2,50.0,9.4,0
2024-09-09,21.8,81.8,33.33,6.8,0
2024-09-10,21.4,85.0,45.83,6.5,0
2024-09-11,20.8,87.1,45.83,5.4,0
2024-09-12,17.8,97.9,66.67,37.1,0
2024-09-13,17.5,96.2,70.83,20.7,0
2024-09-14,18.5,90.2,20.83,7.6,0
2024-09-15,19.5,81.5,16.67,6.5,0
2024-09-16,20.3,82.9,20.83,7.2,0
2024-09-17,19.9,86.6,33.33,7.6,0
2024-09-18,18.9,82.6,4.17,6.1,0
2024-09-19,21.3,80.0,0.0,5.4,0
2024-09-20,22.2,80.0,20.83,6.1,0
2024-09-21,22.2,82.9,66.67,6.4,0
2024-09-22,22.2,80.7,20.83,6.1,0
2024-09-23,22.8,72.7,0.0,5.8,0
2024-09-24,22.7,73.9,20.83,8.6,0
2024-09-25,21.1,87.1,70.83,6.5,0
2024-09-26,18.9,93.8,79.17,5.8,0
2024-09-27,19.5,91.2,79.17,7.6,0
2024-09-28,19.4,91.0,66.67,5.4,0
2024-09-29,20.0,85.3,12.5,5.8,0
2024-09-30,20.7,83.2,4.17,5.8,0
2024-10-01,20.7,86.3,8.33,7.2,0
2024-10-02,21.0,84.4,41.67,6.5,0
2024-10-03,20.1,80.3,50.0,5.8,0
2024-10-04,19.2,79.9,37.5,8.3,0
2024-10-05,19.0,79.0,8.33,6.8,0
2024-10-06,18.5,76.9,25.0,6.1,0
2024-10-07,18.3,79.1,16.67,6.5,0
2024-10-08,18.2,80.0,12.5,7.6,0
2024-10-09,18.1,77.6,41.67,6.8,0
2024-10-10,17.5,75.9,37.5,6.8,0
2024-10-11,17.1,69.3,0.0,6.4,0
2024-10-12,17.5,69.2,0.0,7.6,0
2024-10-13,17.4,75.5,0.0,7.6,0
2024-10-14,17.1,80.7,37.5,7.6,0
2024-10-15,17.1,79.0,0.0,10.8,0
2024-10-16,17.0,80.2,37.5,10.8,0
2024-10-17,16.8,80.1,45.83,7.6,0
2024-10-18,16.5,74.2,29.17,5.4,0
2024-10-19,16.5,72.1,20.83,5.1,0
2024-10-20,16.1,71.0,25.0,5.1,0
2024-10-21,15.9,61.8,0.0,5.4,0
2024-10-22,16.2,64.2,0.0,5.4,0
2024-10-23,16.5,54.2,0.0,5.0,0
2024-10-24,17.3,54.8,0.0,6.2,0
2024-10-25,16.8,62.0,0.0,5.8,0
2024-10-26,16.9,78.2,0.0,7.6,0
2024-10-27,17.5,79.2,0.0,7.6,0
2024-10-28,17.8,78.9,4.17,7.2,0
2024-10-29,18.5,74.9,16.67,6.5,0
2024-10-30,18.2,72.6,4.17,5.4,0
2024-10-31,17.2,64.3,0.0,5.0,0
2024-11-01,17.3,77.4,0.0,4.3,0
2024-11-02,17.6,84.1,20.83,5.4,0
2024-11-03,17.3,87.5,91.67,4.3,0
2024-11-04,16.2,83.8,62.5,7.6,0
2024-11-05,14.6,87.8,75.0,3.6,0
2024-11-06,15.1,85.6,0.0,3.6,0
2024-11-07,16.2,81.8,0.0,10.8,0
2024-11-08,16.0,86.2,83.33,6.2,0
2024-11-09,15.8,86.4,75.0,5.4,0
2024-11-10,15.3,90.3,87.5,3.2,0
2024-11-11,15.2,81.7,29.17,4.0,0
2024-11-12,14.3,78.0,16.67,3.6,0
2024-11-13,14.2,75.3,0.0,3.6,0
2024-11-14,14.1,75.8,0.0,3.6,0
2024-11-15,14.2,70.9,0.0,4.3,0
2024-11-16,13.3,69.5,0.0,3.6,0
2024-11-17,12.2,53.0,0.0,4.7,0
2024-11-18,12.4,66.7,0.0,4.3,0
2024-11-19,12.4,77.9,0.0,4.3,0
2024-11-20,12.8,81.2,33.33,4.0,0
2024-11-21,12.3,84.7,79.17,4.0,0
2024-11-22,11.6,70.6,25.0,7.2,0
2024-11-23,11.4,78.4,41.67,5.1,0
2024-11-24,11.9,74.2,0.0,5.3,0
2024-11-25,11.4,72.0,0.0,5.1,0
2024-11-26,10.7,80.4,0.0,5.1,0
2024-11-27,10.5,81.4,0.0,5.4,0
2024-11-28,10.0,79.4,0.0,5.4,0
2024-11-29,10.4,76.2,0.0,5.1,0
2024-11-30,11.5,75.6,0.0,7.6,0
2024-12-01,12.4,74.5,8.33,3.6,0
2024-12-02,11.8,68.6,0.0,2.5,0
2024-12-03,11.3,66.8,0.0,4.3,0
2024-12-04,11.6,48.6,0.0,3.6,0
2024-12-05,11.2,38.8,0.0,5.0,0
2024-12-06,10.5,41.6,0.0,5.8,0
2024-12-07,8.8,47.3,0.0,7.2,0
2024-12-08,7.3,56.3,20.83,6.1,0
2024-12-09,6.5,68.0,25.0,9.0,0
2024-12-10,25.99,53,0,0,0
2024-12-11,25.04,96,2.57,2.53,0
2024-12-12,12.32,59,1.34,0,0
